省份,市,区域,医院名,地理位置,电话
安徽省,淮南市,凤台县,新集矿接种门诊,新集矿,0554-8668659
安徽省,淮南市,潘集区,架河乡卫生院,架河乡,0554-4261764
安徽省,淮南市,潘集区,北方医院,潘一矿,0554-7633078
安徽省,淮南市,潘集区,潘东医院,潘二矿,0554-4711392
安徽省,淮南市,潘集区,潘三医院,潘三矿,0554-7636100
安徽省,淮南市,潘集区,平圩镇卫生院,平圩镇,0554-4333120
安徽省,淮南市,潘集区,古沟乡卫生院,古沟乡,0554-4613439
安徽省,淮南市,潘集区,潘集镇卫生院,潘集镇,0554-4661600
安徽省,淮南市,潘集区,祁集乡卫生院,祁集乡,13955401373
安徽省,淮南市,潘集区,泥河乡卫生院,泥河乡,0554-4713384
安徽省,淮南市,潘集区,夹沟乡卫生院,夹沟乡,0554-4161028
安徽省,淮南市,潘集区,高皇镇卫生院,高皇镇,0554-4911097
安徽省,淮南市,潘集区,贺疃乡卫生院,贺疃乡,0554-4211100
安徽省,淮南市,潘集区,芦集镇卫生院,芦集镇,0554-4666685
安徽省,淮南市,潘集区,田集街道社区卫生服务中心,田集街道,0554-4984985
安徽省,淮南市,潘集区,区防疫站接种门诊,区防疫站接种门诊,13956444071
安徽省,淮南市,谢家集区,谢一第二防疫组,谢家集区春林大道,0554-5687639
安徽省,淮南市,谢家集区,谢一第一防疫组,谢家集区平山路,0554-7653810
安徽省,淮南市,谢家集区,广济医院,谢家集区蔡新路,13637119876
安徽省,淮南市,谢家集区,谢三医院,谢家集区谢三村,0554-7641765
安徽省,淮南市,谢家集区,市四院,谢家集区平山街道,13955475806
安徽省,淮南市,谢家集区,李一防疫组,谢家集区李郢孜镇,15855695387
安徽省,淮南市,谢家集区,李郢孜镇卫生院,谢家集区李郢孜镇,15955471055
安徽省,淮南市,谢家集区,唐山镇卫生院,谢家集区卧龙路,13695614957
安徽省,淮南市,谢家集区,李二医院,谢家集区望峰岗镇,13966499951
安徽省,淮南市,谢家集区,望峰岗镇卫生院,谢家集区望峰岗镇,13866321186
安徽省,淮南市,谢家集区,杨公镇卫生院,谢家集区杨公镇,13855471020
安徽省,淮南市,谢家集区,朱集分院,谢家集区杨公镇,13866322009
安徽省,淮南市,谢家集区,孙庙乡卫生院,谢家集区孙庙乡,13866320499
安徽省,淮南市,谢家集区,孤堆卫生院,谢家集区孤堆乡,13866325866
安徽省,黄山市,屯溪区,昱西社区卫生服务中心,戴震路西镇小区22号,0559-2533497
安徽省,黄山市,屯溪区,黎阳镇卫生院,黎阳镇枧忠街31号,0559-2564449
安徽省,黄山市,屯溪区,跃进社区卫生服务站,前园南路14号,0559-2120921
安徽省,黄山市,屯溪区,屯光镇卫生院,屯光镇篁墩村,0559-2359914
安徽省,黄山市,屯溪区,阳湖镇卫生院,阳湖合阳路和规一路交叉口东南侧,0559-2349725
安徽省,黄山市,屯溪区,新潭镇卫生院,新潭镇竹林村后街2号,0559-2561094
安徽省,黄山市,屯溪区,奕棋镇卫生院预防接种门诊,奕棋镇龙井村14号,0559-2118684
安徽省,黄山市,屯溪区,昱城社区卫生服务中心预防接种门诊,新安北路53号,0559-2517109
安徽省,黄山市,黄山区,黄山区汤口镇汤口卫生院,黄山区汤口镇,0559-5579595
安徽省,黄山市,黄山区,黄山区谭家桥中心卫生院,黄山区谭家桥镇,0559-8593133
安徽省,黄山市,黄山区,黄山区三口中心卫生院,黄山区三口镇,0559-8595205
安徽省,黄山市,黄山区,黄山区仙源卫生院,黄山区仙源镇,0559-8501145
安徽省,黄山市,黄山区,黄山区新明卫生院,黄山区新明乡,0559-8596012
安徽省,黄山市,黄山区,黄山区龙门卫生院,黄山区龙门乡,0559-8597141
安徽省,黄山市,黄山区,黄山区耿城卫生院,黄山区耿城镇,0559-8553600
安徽省,黄山市,黄山区,黄山区疾病预防控制中心,黄山区龙井西路一号,0559-8532334
安徽省,黄山市,黄山区,黄山区甘棠卫生院,黄山区甘棠镇,0559-8533282
安徽省,黄山市,黄山区,黄山区焦村中心卫生院,黄山区焦村镇,0559-8577111
安徽省,黄山市,黄山区,黄山区乌石中心卫生院,黄山区乌石乡,0559-8571102
安徽省,黄山市,黄山区,黄山区太平湖卫生院,黄山区太平湖镇,0559-8564006
安徽省,黄山市,黄山区,黄山区永丰卫生院,黄山区永丰乡,0559-8563029
安徽省,黄山市,黄山区,黄山区新华中心卫生院,黄山区新华乡,0559-8576111
安徽省,黄山市,黄山区,黄山区新丰卫生院,黄山区新丰乡,0559-8567101
安徽省,黄山市,黄山区,黄山风景区疾控中心,黄山风景区汤泉,0559-5580199
安徽省,黄山市,徽州区,西溪南镇卫生院,黄山市徽州区西溪南镇,0559-3545111
安徽省,黄山市,徽州区,潜口镇卫生院,黄山市徽州区潜口镇,0559-3531406
安徽省,黄山市,徽州区,徽州区疾控中心,黄山市徽州区岩寺镇,0559-3582037
安徽省,黄山市,徽州区,呈坎镇卫生院,黄山市徽州区呈坎镇,0559-3536410
安徽省,黄山市,徽州区,富溪乡卫生院,黄山市徽州区富溪乡,0559-3561010
安徽省,黄山市,徽州区,洽舍乡卫生院,黄山市徽州区洽舍乡,0559-3551994
安徽省,黄山市,徽州区,杨村乡卫生院,黄山市徽州区杨村乡,0559-3571051
安徽省,黄山市,歙县,歙县第二人民医院,深渡镇深渡村,0559-6681814
安徽省,黄山市,歙县,歙县第二人民医院漳潭分院,深渡镇漳潭村,0559-6830555
安徽省,黄山市,歙县,徽城镇中心卫生院,徽城镇小北街31-2号,0559-6533608
安徽省,黄山市,歙县,歙县疾病预防控制中心,徽城镇紫阳路,0559-6522713
安徽省,黄山市,歙县,歙县徽城中心卫生院南源口分院,徽城镇南源口村五里牌,0559-6730167
安徽省,黄山市,歙县,歙县溪头红十字卫生院,溪头镇溪头村,0559-6620024
安徽省,黄山市,歙县,歙县溪头红十字卫生院大谷运分院,溪头镇大谷运村,0559-6620024
安徽省,黄山市,歙县,歙县岔口中心卫生院,岔口乡岔口村,0559-6860366
安徽省,黄山市,歙县,歙县岔口中心卫生院周家村分院,岔口镇周家村村,0559-6860366
安徽省,黄山市,歙县,歙县杞梓里中心卫生院苏村分院,杞梓里镇苏村村,0559-6912046
安徽省,黄山市,歙县,歙县杞梓里中心卫生院,杞梓里镇杞梓里村,0559-6912046
安徽省,黄山市,歙县,歙县杞梓里中心卫生院西村分院,杞梓里镇西村村,0559-6912046
安徽省,黄山市,歙县,歙县杞梓里中心卫生院唐里分院,杞梓里镇唐里村,0559-6912046
安徽省,黄山市,歙县,歙县王村中心卫生院,王村镇王村村,0559-6683479
安徽省,黄山市,歙县,歙县王村中心卫生院横关分院,王村镇横关村,0559-6683479
安徽省,黄山市,歙县,歙县璜田乡卫生院,璜田乡璜田村,0559-6970174
安徽省,黄山市,歙县,歙县郑村镇卫生院,郑村镇郑村村,0559-6751088
安徽省,黄山市,歙县,歙县富堨镇卫生院,歙县富堨镇富堨村,0559-6710079
安徽省,黄山市,歙县,歙县桂林镇卫生院黄村分院,歙县桂林镇黄村村,0559-6740320
安徽省,黄山市,歙县,歙县桂林镇卫生院,歙县桂林镇桂林村,0559-6740320
安徽省,黄山市,歙县,歙县坑口乡卫生院,坑口乡坑口村,0559-6693026
安徽省,黄山市,歙县,歙县雄村乡卫生院,雄村乡雄村村,0559-6720643
安徽省,黄山市,歙县,歙县许村镇卫生院,许村镇许村村,0559-6600017
安徽省,黄山市,歙县,歙县许村镇卫卫院塔山分院,许村镇塔山村,0559-6600017
安徽省,黄山市,歙县,歙县上丰乡卫生院,上丰乡上丰村,0559-6610321
安徽省,黄山市,歙县,歙县霞坑镇卫生院石潭分院,霞坑镇石潭村,0559-6950017
安徽省,黄山市,歙县,歙县霞坑镇卫生院,霞坑镇霞坑村,0559-6950017
安徽省,黄山市,歙县,歙县三阳乡卫生院,三阳乡三阳村,0559-6930234
安徽省,黄山市,歙县,歙县金川乡卫生院,金川乡金川村,0559-6940004
安徽省,黄山市,歙县,歙县武阳卫生院,武阳乡武阳村,0559-6870025
安徽省,黄山市,歙县,歙县昌溪乡卫生院,昌溪乡昌溪村,0559-6820031
安徽省,黄山市,歙县,歙县北岸镇卫生院呈村降分院,北岸镇呈村降村,0559-6842120
安徽省,黄山市,歙县,歙县北岸镇卫生院,北岸镇大阜村,0559-6842120
安徽省,黄山市,歙县,歙县街口镇卫生院巨川分院,街口镇巨川村,0559-6990551
安徽省,黄山市,歙县,歙县街口镇卫生院,街口镇街口村,0559-6990551
安徽省,黄山市,歙县,歙县新溪口乡卫生院,新溪口乡新溪口村,0559-6965005
安徽省,黄山市,歙县,歙县小川乡卫生院小洲分院,小川乡小洲村,0559-6900121
安徽省,黄山市,歙县,歙县小川乡卫生院,小川乡小川村,0559-6900121
安徽省,黄山市,歙县,歙县长陔乡卫院长标分院,长陔乡长标村,0559-6960072
安徽省,黄山市,歙县,歙县长陔乡卫院,长陔乡长陔村,0559-6960072
安徽省,黄山市,歙县,歙县森村乡卫生院,森村乡森村村,0559-6670040
安徽省,黄山市,歙县,歙县绍濂乡卫生院小溪分院,绍濂乡小溪村,0559-6660161
安徽省,黄山市,歙县,歙县绍濂乡卫生院,绍濂乡绍濂村,0559-6660161
安徽省,黄山市,歙县,歙到石门乡卫生院,石门乡石门村,0559-6650073
安徽省,黄山市,歙县,歙县狮石乡卫生院,狮石乡狮石村,13855978958
安徽省,黄山市,休宁县,海阳镇卫生院,海阳镇,0559-26661393
安徽省,黄山市,休宁县,齐云山镇中心卫生院,齐云山镇,0559-7560788
安徽省,黄山市,休宁县,万安镇中心卫生院,万安镇,0559-7814704
安徽省,黄山市,休宁县,渭桥乡卫生院,渭桥乡,0559-7832271
安徽省,黄山市,休宁县,兰田镇卫生院,兰田镇,0559-7841369
安徽省,黄山市,休宁县,五城镇中心卫生院,五城镇,0559-7591985
安徽省,黄山市,休宁县,五城镇中心卫生院月潭分院,五城镇,0559-7713409
安徽省,黄山市,休宁县,山斗乡卫生院,山斗乡,13195593597
安徽省,黄山市,休宁县,岭南乡卫生院,岭南乡,0559-7795663
安徽省,黄山市,休宁县,商山乡卫生院,商山乡,0559-7761784
安徽省,黄山市,休宁县,东临溪镇中心卫生院,东临溪镇,0559-7501075
安徽省,黄山市,休宁县,源芳乡卫生院,源芳乡,0559-7773034
安徽省,黄山市,休宁县,榆村乡卫生院,榆村乡,0559-7782345
安徽省,黄山市,休宁县,龙田乡卫生院,龙田乡,0559-7779120
安徽省,黄山市,休宁县,璜尖乡卫生院,黄尖乡,0559-7770444
安徽省,黄山市,休宁县,白际乡卫生院,白际乡,0559-7506610
安徽省,黄山市,休宁县,溪口镇中心卫生院,溪口镇,0559-7583703
安徽省,黄山市,休宁县,板桥乡卫生院,板桥乡,0559-7582089
安徽省,黄山市,休宁县,陈霞乡卫生院,陈霞乡,0559-7891228
安徽省,黄山市,休宁县,流口镇中心卫生院,流口镇,0559-7507072
安徽省,黄山市,休宁县,汪村镇卫生院,汪村镇,0559-7861111
安徽省,黄山市,休宁县,鹤城乡卫生院,鹤城乡,0559-7881095
安徽省,黄山市,黟县,黟县碧阳镇卫生院,黟县碧阳镇马道路,0559-5527352
安徽省,黄山市,黟县,黟县渔亭镇卫生院,黟县渔亭,0559-5531235
安徽省,黄山市,黟县,黟县西递镇卫生院,黟县西递镇西递村,0559-5154020
安徽省,黄山市,黟县,黟县宏村镇卫生院,宏村镇际村,0559-5541013
安徽省,黄山市,黟县,黟县柯村乡卫生院,黟县柯村乡杨家村,0559-5136407
安徽省,黄山市,黟县,黟县美溪乡卫生院,黟县美溪乡美坑村,0559-5146027
安徽省,黄山市,黟县,黟县洪星乡卫生院,洪星乡大星村,0559-5118968
安徽省,黄山市,黟县,黟县宏潭乡卫生院,黟县宏潭乡宏潭村,0559-5126463
安徽省,黄山市,祁门县,祁门县疾控中心,祁门县新兴路548号,0559-4526461
安徽省,黄山市,祁门县,祁山医院,祁门县祁山中心北路23号,0559-4526688
安徽省,黄山市,祁门县,乔山卫生院,祁门县祁山镇和平村,0559-4597567
安徽省,黄山市,祁门县,灯塔卫生院,祁山镇灯塔十里牌,0559-4503468
安徽省,黄山市,祁门县,小路口卫生院,祁门县小路口镇小路口街85号,0559-4575496
安徽省,黄山市,祁门县,渚口卫生院,祁门县渚口乡大北村,0559-4577695
安徽省,黄山市,祁门县,历口卫生院,祁门县历口镇河东新街33号,0559-4571224
安徽省,黄山市,祁门县,古溪卫生院,祁门县古溪乡古溪村中源组,0559-4573713
安徽省,黄山市,祁门县,赤岭卫生院,祁门县安凌镇赤岭街48号,0559-4566408
安徽省,黄山市,祁门县,安凌卫生院,祁门县安凌镇城安街头1号,0559-4565232
安徽省,黄山市,祁门县,雷湖卫生院,祁门县安凌镇雷湖街,0559-4567013
安徽省,黄山市,祁门县,闪里卫生院,祁门县闪里镇闪里街100号,0559-4561029
安徽省,黄山市,祁门县,新安卫生院,祁门县新安乡新安街61号,0559-4563221
安徽省,黄山市,祁门县,箬坑卫生院,祁门县箬坑乡箬坑街,0559-4562332
安徽省,黄山市,祁门县,溶口卫生院,祁门县溶口乡溶口街8号,0559-4592403
安徽省,黄山市,祁门县,平里卫生院,祁门县平里镇平里街,0559-4591137
安徽省,黄山市,祁门县,大坦卫生院,祁门县大坦乡大中村大坦街,0559-4501810
安徽省,黄山市,祁门县,塔坊卫生院,祁门县塔坊乡塔坊街,0559-4595249
安徽省,黄山市,祁门县,祁红卫生院,祁门县祁红乡阊头村,0559-4596168
安徽省,黄山市,祁门县,芦溪卫生院,祁门县芦溪乡芦溪街2号,0559-4593634
安徽省,黄山市,祁门县,金安牌卫生院,祁门县金字牌镇金东路137-3号,0559-4851037
安徽省,黄山市,祁门县,柏溪卫生院,祁门县柏溪乡柏溪上街,0559-4586249
安徽省,黄山市,祁门县,凫峰卫生院,祁门县凫峰乡凫坑村高岭脚53号,0559-4589120
安徽省,六安市,霍邱县,宋店乡预防接种门诊,宋店乡,0564-6292120
安徽省,六安市,霍邱县,临淮岗乡预防接种门诊,临淮岗乡,0564-6286262
安徽省,六安市,霍邱县,洪集镇预防接种门诊,洪集镇,0564-6850120
安徽省,六安市,霍邱县,岔路镇预防接种门诊,岔路镇,13505644409
安徽省,六安市,霍邱县,冯瓴乡预防接种门诊,冯瓴乡,0564-6651046
安徽省,六安市,霍邱县,长集镇预防接种门诊,长集镇,0564-6511159
安徽省,六安市,霍邱县,范桥乡预防接种门诊,范桥乡,0564-6391384
安徽省,六安市,霍邱县,冯井乡预防接种门诊,冯井乡,0564-6341005
安徽省,六安市,霍邱县,河口镇预防接种门诊,河口镇,0564-6744018
安徽省,六安市,霍邱县,孟集镇预防接种门诊,孟集镇,0564-6612486
安徽省,六安市,霍邱县,潘集镇预防接种门诊,潘集镇,0564-6666205
安徽省,六安市,霍邱县,王截流乡预防接种门诊,王截流乡,0564-6386185
安徽省,六安市,霍邱县,西湖乡预防接种门诊,西湖乡,0564-6261244
安徽省,六安市,霍邱县,城关镇预防接种门诊,城关镇,0564-6016340
安徽省,六安市,霍邱县,夏店镇预防接种门诊,夏店镇,0564-6573120
安徽省,六安市,霍邱县,彭塔镇预防接种门诊,彭塔镇,0564-6632029
安徽省,六安市,霍邱县,户胡镇预防接种门诊,户胡镇,0564-6711120
安徽省,六安市,霍邱县,高塘镇预防接种门诊,高塘镇,0564-6972299
安徽省,六安市,霍邱县,吴集预防接种门诊,吴集街道,0564-6978611
安徽省,六安市,霍邱县,龙潭乡卫生院预防接种门诊,龙潭乡,0564-6732626
安徽省,六安市,霍邱县,临水镇预防接种门诊,临水镇,0564-6361116
安徽省,六安市,霍邱县,花元镇预防接种门诊,花元镇,0564-6641120
安徽省,六安市,霍邱县,三流乡预防接种门诊,三流乡,0564-6251120
安徽省,六安市,霍邱县,曹庙镇预防接种门诊,曹庙镇,0564-6884010
安徽省,六安市,霍邱县,众兴镇预防接种门诊,众兴镇,0564-6582847
安徽省,六安市,霍邱县,朱港预防接种门诊,朱港街道,0564-6371738
安徽省,六安市,霍邱县,陈埠预防接种门诊,陈埠街道,0564-6098068
安徽省,六安市,霍邱县,霍邱县CDC预防接种门诊,蓼城大道,0564-6076578
安徽省,六安市,霍邱县,姚李镇预防接种门诊,姚李镇,0564-6811227
安徽省,六安市,霍邱县,新店镇预防接种门诊,新店镇,0564-6271117
安徽省,六安市,霍邱县,石店镇预防接种门诊,石店镇,0564-6910001
安徽省,六安市,霍邱县,马店镇预防接种门诊,马店镇,0564-6943234
安徽省,六安市,霍邱县,邵岗乡预防接种门诊,邵岗乡,15956434536
安徽省,六安市,霍邱县,周集镇预防接种门诊,周集镇,0564-6311030
安徽省,六安市,霍邱县,乌龙镇预防接种门诊,乌龙镇,0564-6761149
安徽省,六安市,霍邱县,白莲乡卫预防接种门诊,白莲乡,0564-6751120
安徽省,六安市,霍邱县,六安市疾控中心,六安市皋城东路,0564－3380877
安徽省,六安市,舒城县,县疾病预防控制中心门诊部,城关镇县疾病预防控制中心,0564-8676424
安徽省,六安市,舒城县,城关镇卫生院预防接种门诊,城关镇桃溪路,0564-8620682
安徽省,六安市,舒城县,桃溪镇中心卫生院预防接种门诊,桃溪镇街道,0564-8731458
安徽省,六安市,舒城县,千人桥镇中心卫生院预防接种门诊,千人桥镇街道,0564-8045336
安徽省,六安市,舒城县,杭埠镇卫生院预防接种门诊,杭埠镇街道,0564-8035915
安徽省,六安市,舒城县,百神庙镇卫生院预防接种门诊,百神庙镇街道,0564-8084149
安徽省,六安市,舒城县,舒茶镇卫生院预防接种门诊,舒茶镇街道,0564-8182437
安徽省,六安市,舒城县,南港镇中心卫生院预防接种门诊,南港镇街道,0564-8141564
安徽省,六安市,舒城县,春秋乡卫生院预防接种门诊,春秋乡街道,0564-8191120
安徽省,六安市,舒城县,阙店乡卫生院预防接种门诊,阙店乡街道,0564-8588120
安徽省,六安市,舒城县,汤池镇卫生院预防接种门诊,汤池镇街道,0564-8248254
安徽省,六安市,舒城县,河棚镇中心卫生院预防接种门诊,河棚镇街道,0564-8288800
安徽省,六安市,舒城县,庐镇乡卫生院预防接种门诊,庐镇乡街道,0564-8258120
安徽省,六安市,舒城县,高峰乡卫生院预防接种门诊,高峰乡街道,0564-8497125
安徽省,六安市,舒城县,晓天镇中心卫生院预防接种门诊,晓天镇街道,0564-8345316
安徽省,六安市,舒城县,山七镇卫生院预防接种门诊,山七镇街道,0564-8447455
安徽省,六安市,舒城县,五显镇卫生院预防接种门诊,五显镇街道,0564-8548162
安徽省,六安市,舒城县,万佛湖镇中心卫生院预防接种门诊,万佛湖镇街道,0564-8538135
安徽省,六安市,舒城县,干汊河镇中心卫生院预防接种门诊,干汊河镇街道,0564-8919143
安徽省,六安市,舒城县,张母桥镇卫生院预防接种门诊,张母桥镇街道,0564-8563498
安徽省,六安市,舒城县,棠树乡卫生院预防接种门诊,棠树乡街道,0564-8591316
安徽省,六安市,舒城县,柏林乡卫生院预防接种门诊,柏林乡街道,0564-8957310
安徽省,六安市,金寨县,金寨县疾控中心接种门诊,金寨县梅山镇青山路,0564-7062579
安徽省,六安市,金寨县,梅山镇卫生院洪冲门诊部,金寨县梅山镇洪冲街道,0564-7376120
安徽省,六安市,金寨县,梅山镇卫生院徐冲门诊部,金寨县梅山镇徐冲街道,0564-7191988
安徽省,六安市,金寨县,麻埠镇卫生院,金寨县麻埠镇街道,0564-7305024
安徽省,六安市,金寨县,油坊店乡卫生院,金寨县油坊店乡街道,0564-7436359
安徽省,六安市,金寨县,张冲乡卫生院,金寨县张冲乡街道,0564-7441017
安徽省,六安市,金寨县,青山镇中心卫生院,金寨县青山镇街道,0564-7412021
安徽省,六安市,金寨县,燕子河镇中心卫生院,金寨县燕子河镇街道,0564-7516010
安徽省,六安市,金寨县,燕子河镇中心卫生院张畈门诊部,金寨县燕子河镇张畈街道,0564-7533051
安徽省,六安市,金寨县,天堂寨镇中心卫生院：,金寨县天堂寨镇街道,0564-7526026
安徽省,六安市,金寨县,长岭乡卫生院,金寨县长岭乡街道,0564-7545015
安徽省,六安市,金寨县,古碑镇中心卫生院,金寨县古碑镇街道,0564-7455282
安徽省,六安市,金寨县,古碑镇中心卫生院水竹坪门诊部,金寨县古碑镇水竹坪街道,0564-7491051
安徽省,六安市,金寨县,槐树湾乡卫生院,金寨县槐树湾乡街道,0564-7481120
安徽省,六安市,金寨县,花石乡卫生院,金寨县花石乡街道,0564-7478120
安徽省,六安市,金寨县,斑竹园镇中心卫生院,金寨县斑竹园镇街道,0564-7631120
安徽省,六安市,金寨县,吴家店镇卫生院,金寨县吴家店镇街道,0564-7652120
安徽省,六安市,金寨县,果子园乡卫生院,金寨县果子园乡街道,0564-7643438
安徽省,六安市,金寨县,沙河乡卫生院,金寨县沙河乡街道,0564-7614211
安徽省,六安市,金寨县,关庙乡卫生院,金寨县关庙乡街道,0564-7601033
安徽省,六安市,金寨县,南溪镇中心卫生院,金寨县南溪镇街道,0564-7727760
安徽省,六安市,金寨县,汤家汇镇中心卫生院,金寨县汤家汇镇街道,0564-7739047
安徽省,六安市,金寨县,汤家汇镇中心卫生院银山畈门诊部,金寨县汤家汇镇银山畈街道,0564-7748019
安徽省,六安市,金寨县,双河镇中心卫生院,金寨县双河镇街道,0564-7751062
安徽省,六安市,金寨县,桃岭乡卫生院,金寨县桃岭乡街道,0564-7766345
安徽省,六安市,金寨县,铁冲乡卫生院,金寨县铁冲乡街道,0564-7399076
安徽省,六安市,金寨县,全军乡卫生院,金寨县全军乡街道,0564-7381327
安徽省,六安市,金寨县,梅山镇卫生院,金寨县梅山镇街道,0564-7355699
安徽省,六安市,金寨县,白塔畈乡中心卫生院,金寨县白塔畈乡街道,0564-7328078
安徽省,六安市,金寨县,梅山社区卫生服务中心,金寨县梅山镇金江路,0564-7165120
安徽省,六安市,金寨县,金寨县妇幼保健院妇产科,金寨县梅山镇观音冲路,0564-7062947
安徽省,六安市,金寨县,金寨县人民医院妇产科,金寨县梅山镇新河路,0564-7053927
安徽省,六安市,寿县,寿县双桥镇卫生院,寿县双桥镇双桥街道新街,0564-4399002
安徽省,六安市,寿县,涧沟镇卫生院,寿县涧沟镇涧沟街道,0564-4378680
安徽省,六安市,寿县,涧沟镇卫生院方圩分院,寿县涧沟镇方圩村,0564-4383120
安徽省,六安市,寿县,丰庄镇卫生院,寿县丰庄镇丰庄街道,0564-4355223
安徽省,六安市,寿县,寿春镇中心卫生院九龙分院,寿县寿春镇九龙村,0564-4411024
安徽省,六安市,寿县,堰口镇中心卫生院,寿县堰口镇大光社区,0564-4442865
安徽省,六安市,寿县,堰口镇中心卫生院江黄分院预防接种门诊,寿县堰口镇江黄街道,0564-4610208
安徽省,六安市,寿县,窑口乡卫生院,寿县窑口乡窑口新街,0564-4429025
安徽省,六安市,寿县,陶店乡卫生院,寿县陶店乡陶店街道,0564-4466112
安徽省,六安市,寿县,保义镇卫生院开荒分院,寿县保义镇开荒村,0564-4625119
安徽省,六安市,寿县,保义镇卫生院,寿县保义镇保义街道,0564-4646013
安徽省,六安市,寿县,迎河镇中心卫生院,寿县迎河镇迎河街道,0564-4550077
安徽省,六安市,寿县,张李乡卫生院,寿县张李乡张李街道,0564-4516107
安徽省,六安市,寿县,正阳关镇中心卫生院建设分院,寿县正阳关镇建设街道,0564-4328888
安徽省,六安市,寿县,板桥镇卫生院,寿县板桥镇板桥街道,0564-4599074
安徽省,六安市,寿县,板桥镇卫生院双门分院,寿县板桥镇双门街道,0564-4507120
安徽省,六安市,寿县,安丰塘镇卫生院,寿县安丰塘镇戈店街道,0564-4576006
安徽省,六安市,寿县,安丰塘镇卫生院苏王分院,寿县安丰塘镇苏王街道,0564-4585757
安徽省,六安市,寿县,安丰镇中心卫生院,寿县安丰镇安丰街道,0564-4663898
安徽省,六安市,寿县,安丰镇中心卫生院杨仙分院,寿县安丰镇杨仙街道,0564-4682120
安徽省,六安市,寿县,隐贤镇卫生院,寿县隐贤镇隐贤街道,0564-4679120
安徽省,六安市,寿县,众兴镇卫生院,寿县众兴镇众兴街道,0564-4699120
安徽省,六安市,寿县,三觉镇中心卫生院,寿县三觉镇三觉街道,0564-4880037
安徽省,六安市,寿县,三觉镇中心卫生院瓦房分院,寿县三觉镇瓦房街道,0564-4836049
安徽省,六安市,寿县,茶庵镇卫生院,寿县茶庵镇茶庵街道,0564-4819058-8888
安徽省,六安市,寿县,炎刘镇中心卫生院,寿县炎刘镇炎刘街道,0564-4992468
安徽省,六安市,寿县,刘岗镇卫生院,寿县刘岗镇刘岗街道,0564-4919823
安徽省,六安市,寿县,双庙集镇卫生院,寿县双庙集镇双庙街道,0564-4718120-8009
安徽省,六安市,寿县,小甸镇中心卫生院李山分院,寿县小甸镇李山街道,0564-4738218
安徽省,六安市,寿县,小甸镇中心卫生院,寿县小甸镇小甸街道,0564-4772120
安徽省,六安市,寿县,小甸镇中心卫生院马集分院,寿县小甸镇马集村,0564-4775082
安徽省,六安市,寿县,大顺镇卫生院,寿县大顺镇大顺街道,0564-4779828
安徽省,六安市,寿县,瓦埠镇中心卫生院,寿县瓦埠镇瓦埠街道,0564-4767347
安徽省,六安市,寿县,炎刘镇中心卫生院广岩分院,寿县炎刘镇广岩街道,0564-4959124
安徽省,六安市,寿县,八公山乡卫生院,寿县八公山乡团结村,0564-4102734
安徽省,六安市,寿县,寿春镇中心卫生院,寿县寿春镇南大街,0564-4033215
安徽省,六安市,寿县,寿县妇幼保健所,寿县寿春镇西大街,0564-4024025
安徽省,六安市,寿县,正阳关镇中心卫生院,寿县正阳关镇正阳街道,0564-4330040
安徽省,六安市,寿县,正阳关镇中心卫生院枸杞分院,寿县正阳关镇枸杞街道,0564-4325185
安徽省,六安市,寿县,正阳关农场医院,寿县正阳农场场部,0564-4330243
安徽省,六安市,寿县,寿西湖医院,寿县寿西湖农场场部,0564-4120080
安徽省,六安市,叶集区,叶集区CDC儿童预防接种门诊,叶集镇民强南路,0564-2721800
安徽省,六安市,叶集区,平岗卫生院儿童预防接种门诊,平岗办事处街道,0564-6487120
安徽省,六安市,叶集区,孙岗乡卫生院儿童预防接种门诊,孙岗乡街道,0564-6454180
安徽省,六安市,叶集区,三元乡卫生院儿童预防接种门诊,三元乡街道,0564-6554818
安徽省,六安市,裕安区,西河口乡卫生院,西河口乡街道,0564-2996380
安徽省,六安市,裕安区,青山乡卫生院,青山乡街道,0564-2892120
安徽省,六安市,裕安区,新安镇卫生院,新安镇街道,0564-2311120
安徽省,六安市,裕安区,顺河乡卫生院,顺河乡街道,0564-2351419
安徽省,六安市,裕安区,单王乡卫生院,单王乡街道,0564-2382390
安徽省,六安市,裕安区,丁集镇卫生院,丁集镇街道,0564-2211033
安徽省,六安市,裕安区,固镇镇卫生院,固镇镇街道,0564-2241010
安徽省,六安市,裕安区,罗集乡卫生院,罗集乡街道,0564-2272120
安徽省,六安市,裕安区,徐集镇卫生院,徐集镇街道,0564-2174448
安徽省,六安市,裕安区,江家店镇卫生院,江家店镇街道,0564-2141280
安徽省,六安市,裕安区,分路口乡卫生院,分路口乡街道,0564-2111995
安徽省,六安市,裕安区,苏埠镇卫生院,苏埠镇街道,0564-2814000
安徽省,六安市,裕安区,石板冲乡卫生院,石板冲乡街道,0564-2881994
安徽省,六安市,裕安区,韩摆渡乡卫生院,韩摆渡乡街道,0564-2866120
安徽省,六安市,裕安区,独山镇卫生院,独山镇街道,0564-2911455
安徽省,六安市,裕安区,石婆店乡卫生院,石婆店乡街道,0564-2971485
安徽省,六安市,裕安区,狮子岗乡卫生院,狮子岗乡街道,0564-2951556
安徽省,六安市,裕安区,城南镇卫生院,城南镇街道,0564-3611072
安徽省,六安市,裕安区,平桥乡卫生院,六安市将军路,0564-3309755
安徽省,六安市,裕安区,南市社区卫生服务中心,六安市解放南路增10号,0564-3980570
